Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
37,115.67,138.75, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, <=50K.
63,56.72,168.36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
41,115.36,140.32, Some-college, Married-civ-spouse, Farming-fishing, White, Male,40.0, United-States, <=50K.
27,112.41,163.35, Some-college, Married-civ-spouse, Adm-clerical, Black, Female,40.0, United-States, <=50K.
60,77.83,153.19, HS-grad, Divorced, Adm-clerical, White, Female,45.0, United-States, <=50K.
23,74.1,180.03, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
44,45.97,132.76, Some-college, Divorced, Adm-clerical, Asian-Pac-Islander, Male,40.0, Japan, <=50K.
34,58.14,152.58, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, <=50K.
38,115.03,138.08, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
39,52.54,168.06, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
56,76.28,179.82, Masters, Divorced, Exec-managerial, White, Female,40.0, United-States, >50K.
53,101.32,137.11, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
55,87.48,158.96, Some-college, Divorced, Sales, White, Female,50.0, United-States, <=50K.
29,72.21,173.39, Some-college, Never-married, Sales, White, Female,40.0, United-States, <=50K.
56,108.81,153.42, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, Portugal, >50K.
49,108.45,163.13, HS-grad, Divorced,, White, Female,40.0, United-States, <=50K.
29,71.92,170.81, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
25,76.59,174.3, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, <=50K.
47,53.84,169.89, HS-grad, Widowed, Exec-managerial, White, Female,50.0, United-States, >50K.
44,94.89,144.01, Bachelors, Divorced, Sales, White, Female,60.0, United-States, >50K.
27,81.31,163.82, HS-grad, Never-married, Handlers-cleaners, Black, Male,40.0, United-States, <=50K.
47,108.21,146.03, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, <=50K.
47,73.2,136.33, 12th, Never-married, Adm-clerical, Black, Female,40.0, United-States, <=50K.
42,96.85,179.98, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48.0, United-States, >50K.
26,83.07,158.79, Assoc-voc, Never-married, Craft-repair, White, Male,65.0, United-States, <=50K.
38,54.51,154.58, 9th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
40,55.2,155.65, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male,30.0, United-States, <=50K.
30,51.16,168.44, HS-grad, Divorced, Adm-clerical, Black, Female,40.0, United-States, <=50K.
29,98.48,167.29, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,50.0, United-States, <=50K.
41,78.0,156.29, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, <=50K.
40,107.37,147.05, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
46,65.23,179.89, HS-grad, Never-married, Other-service, Black, Female,40.0, United-States, <=50K.
54,93.27,166.87, Some-college, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
44,48.27,189.83, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
32,76.28,191.29, HS-grad, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
64,71.91,132.32, HS-grad, Divorced, Handlers-cleaners, White, Female,38.0, United-States, <=50K.
61,51.52,176.47, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,30.0, United-States, >50K.
49,86.14,137.79, 11th, Separated, Machine-op-inspct, White, Male,40.0, Puerto-Rico, <=50K.
59,57.72,141.38, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,45.0, United-States, >50K.
29,92.83,169.9, HS-grad, Never-married, Handlers-cleaners, Black, Male,40.0, United-States, <=50K.
39,111.5,176.09, Some-college, Married-civ-spouse, Sales, Black, Male,40.0, United-States, <=50K.
22,86.23,132.62, Assoc-voc, Never-married, Other-service, White, Male,40.0, Guatemala, <=50K.
49,103.79,154.36, HS-grad, Divorced, Exec-managerial, White, Male,60.0, United-States, <=50K.
32,106.25,172.51, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
33,72.57,132.81, Bachelors, Never-married, Sales, White, Male,40.0, United-States, <=50K.
45,81.91,172.02, 9th, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
23,73.21,148.76, Some-college, Married-civ-spouse, Sales, White, Male,25.0, United-States, <=50K.
54,108.22,132.94, HS-grad, Widowed, Adm-clerical, White, Female,40.0, United-States, <=50K.
39,107.48,192.41, Some-college, Married-civ-spouse, Sales, White, Male,80.0, United-States, >50K.
22,87.98,181.78, HS-grad, Never-married, Other-service, White, Male,25.0, United-States, <=50K.
55,110.25,140.16, 11th, Married-spouse-absent, Other-service, Black, Female,40.0, Jamaica, <=50K.
36,112.59,143.73, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,90.0, South, <=50K.
38,74.01,175.63, 11th, Married-civ-spouse, Farming-fishing, White, Male,40.0, United-States, <=50K.
34,47.04,138.59, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
57,78.64,146.6, Some-college, Married-civ-spouse, Prof-specialty, White, Female,8.0, United-States, >50K.
23,86.47,161.74, Some-college, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
30,52.62,145.78, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
38,75.6,148.5, Some-college, Married-civ-spouse, Exec-managerial, White, Female,45.0, United-States, >50K.
34,100.14,192.69, 9th, Married-civ-spouse, Craft-repair, White, Male,40.0, Mexico, <=50K.
38,91.54,180.77, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female,50.0, United-States, >50K.
42,53.32,138.49, Some-college, Divorced, Adm-clerical, White, Female,38.0, United-States, <=50K.
52,59.85,151.63, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, >50K.
32,93.72,141.81, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, <=50K.
29,46.37,148.83, Some-college, Never-married, Adm-clerical, Black, Female,40.0, United-States, <=50K.
74,80.63,188.31, HS-grad, Widowed, Adm-clerical, White, Female,28.0, United-States, <=50K.
48,107.61,177.84, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
17,61.17,189.53, 12th, Never-married, Sales, White, Male,45.0, United-States, <=50K.
23,86.19,156.37, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,60.0, United-States, <=50K.
22,110.82,162.22, Bachelors, Never-married, Prof-specialty, White, Female,15.0, United-States, <=50K.
53,111.48,185.15, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
20,50.91,176.26, HS-grad, Never-married, Sales, White, Male,40.0, United-States, <=50K.
39,50.88,186.88, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male,70.0, United-States, >50K.
23,112.97,167.84, Some-college, Never-married, Handlers-cleaners, Black, Male,25.0, United-States, <=50K.
30,52.27,188.94, 11th, Divorced, Other-service, White, Female,32.0, United-States, <=50K.
34,107.59,147.37, HS-grad, Married-spouse-absent, Other-service, White, Female,45.0, United-States, <=50K.
39,62.57,134.05, 12th, Married-civ-spouse, Handlers-cleaners, White, Male,32.0, United-States, <=50K.
37,112.29,162.04, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40.0, United-States, >50K.
28,64.89,185.74, HS-grad, Never-married, Sales, White, Female,60.0, United-States, <=50K.
23,66.97,140.95, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
19,46.43,175.85, Some-college, Never-married, Other-service, White, Female,12.0, United-States, <=50K.
32,96.1,177.0, HS-grad, Never-married, Machine-op-inspct, Black, Female,40.0, United-States, <=50K.
23,51.55,172.68, Some-college, Never-married, Other-service, White, Male,44.0, Japan, <=50K.
25,77.07,133.71, Bachelors, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
52,113.19,182.85, 10th, Widowed, Machine-op-inspct, Black, Female,40.0, United-States, <=50K.
30,46.37,136.65, HS-grad, Separated,, Black, Female,20.0, United-States, <=50K.
22,101.21,181.72, HS-grad, Never-married, Craft-repair, White, Male,30.0, United-States, <=50K.
27,61.47,137.76, 10th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
32,90.32,160.85, Bachelors, Never-married, Sales, White, Male,35.0, United-States, <=50K.
39,104.97,145.0, Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male,50.0, United-States, <=50K.
18,76.51,179.61, HS-grad, Married-civ-spouse, Sales, White, Female,36.0, United-States, <=50K.
28,67.97,177.54, 11th, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
50,102.85,169.21, Masters, Married-civ-spouse, Adm-clerical, White, Female,50.0, United-States, >50K.
72,72.4,153.02, HS-grad, Widowed, Other-service, White, Female,25.0, United-States, <=50K.
76,95.74,171.49, HS-grad, Married-civ-spouse, Sales, White, Male,20.0, United-States, <=50K.
35,96.9,177.71, HS-grad, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
36,74.36,156.81, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
19,65.34,171.09, HS-grad, Married-civ-spouse, Other-service, White, Female,15.0, United-States, <=50K.
23,71.76,134.85, Bachelors, Never-married, Exec-managerial, White, Male,30.0, United-States, <=50K.
36,57.93,158.84, Assoc-voc, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
50,75.27,152.56, Bachelors, Divorced, Exec-managerial, White, Male,40.0, United-States, >50K.
20,59.45,160.42, Some-college, Never-married, Other-service, White, Female,25.0, United-States, <=50K.
64,89.29,190.86, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male,80.0, United-States, <=50K.
53,57.31,165.81, Some-college, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
33,91.2,169.79, Assoc-acdm, Divorced, Sales, White, Male,40.0, United-States, <=50K.
30,102.56,168.42, HS-grad, Never-married, Machine-op-inspct, Black, Male,40.0, United-States, <=50K.
31,96.58,149.26, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
43,77.0,188.83, Some-college, Married-civ-spouse, Adm-clerical, White, Male,35.0, United-States, <=50K.
38,77.8,152.14, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
18,103.86,155.18, Some-college, Never-married, Other-service, White, Male,25.0, United-States, <=50K.
46,96.88,158.26, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40.0, United-States, >50K.
46,62.74,185.42, HS-grad, Widowed, Adm-clerical, White, Female,40.0, England, <=50K.
42,46.72,184.34, Some-college, Widowed, Tech-support, White, Female,40.0, United-States, <=50K.
18,81.17,167.97, HS-grad, Never-married, Adm-clerical, White, Female,25.0, United-States, <=50K.
23,84.04,183.06, Some-college, Never-married, Protective-serv, White, Male,40.0, United-States, <=50K.
81,55.98,142.14, 12th, Widowed, Sales, White, Female,30.0, United-States, <=50K.
40,58.25,187.68, Bachelors, Widowed,, White, Female,8.0, United-States, <=50K.
35,69.33,190.99, HS-grad, Divorced, Other-service, White, Female,21.0, United-States, <=50K.
24,46.11,171.78, Some-college, Never-married,, White, Male,11.0,, <=50K.
19,48.86,132.51, 9th, Never-married, Handlers-cleaners, White, Female,40.0, United-States, <=50K.
30,73.75,143.31, Some-college, Never-married, Sales, White, Female,45.0, United-States, <=50K.
24,58.14,185.81, Assoc-voc, Never-married, Craft-repair, White, Male,45.0, United-States, <=50K.
24,90.45,180.43, 9th, Married-spouse-absent, Sales, White, Female,35.0, United-States, <=50K.
24,101.08,138.02, 9th, Never-married, Transport-moving, Other, Male,40.0, El-Salvador, <=50K.
24,58.56,173.37, Some-college, Married-civ-spouse, Transport-moving, White, Male,40.0,, <=50K.
37,46.6,160.8, Some-college, Separated, Machine-op-inspct, Black, Male,40.0, United-States, <=50K.
50,108.15,138.09, HS-grad, Divorced, Sales, White, Female,40.0, United-States, <=50K.
37,97.27,175.62, Bachelors, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
26,90.68,158.66, Assoc-voc, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
18,98.51,184.68, Some-college, Never-married, Sales, White, Female,25.0, United-States, <=50K.
24,98.21,181.96, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
18,54.69,186.24, HS-grad, Never-married, Sales, White, Male,20.0, United-States, <=50K.
38,82.53,184.74, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40.0, United-States, <=50K.
66,56.83,142.61, HS-grad, Widowed, Exec-managerial, White, Male,86.0, United-States, >50K.
33,85.18,133.9, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
25,85.93,134.75, Some-college, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
23,62.2,139.83, Some-college, Divorced, Priv-house-serv, White, Female,26.0, United-States, <=50K.
20,53.05,162.09, Some-college, Never-married,, White, Male,40.0, United-States, <=50K.
46,58.52,135.92, HS-grad, Divorced, Craft-repair, White, Female,40.0, United-States, >50K.
64,91.8,167.65, Masters, Married-civ-spouse, Sales, White, Male,65.0, United-States, >50K.
36,77.89,162.62, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40.0, Philippines, <=50K.
31,107.83,149.95, Some-college, Married-civ-spouse, Tech-support, Black, Male,40.0, United-States, <=50K.
23,57.32,191.25, Some-college, Never-married, Other-service, White, Female,30.0, United-States, <=50K.
61,78.68,176.92, HS-grad, Divorced, Machine-op-inspct, White, Female,40.0, United-States, <=50K.
35,63.91,164.78, Some-college, Separated, Exec-managerial, Black, Female,40.0, United-States, <=50K.
68,51.31,144.0, 7th-8th, Married-civ-spouse,, White, Male,60.0, United-States, <=50K.
30,65.7,185.8, 10th, Never-married, Machine-op-inspct, White, Female,40.0, United-States, <=50K.
21,57.96,166.83, Assoc-voc, Never-married, Other-service, White, Female,44.0, United-States, <=50K.
27,76.56,188.38, Some-college, Never-married, Other-service, Black, Male,40.0, United-States, <=50K.
26,107.18,182.54, Assoc-acdm, Divorced, Transport-moving, White, Female,30.0, United-States, <=50K.
26,81.62,135.86, Some-college, Married-civ-spouse, Protective-serv, Black, Male,40.0, United-States, <=50K.
43,80.43,175.31, Masters, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male,40.0, United-States, >50K.
20,110.21,184.79, HS-grad, Never-married, Adm-clerical, Black, Female,35.0, Outlying-US(Guam-USVI-etc), <=50K.
20,64.0,150.88, Some-college, Never-married, Prof-specialty, White, Male,38.0, United-States, <=50K.
39,48.29,144.64, Masters, Divorced, Other-service, White, Female,50.0, United-States, >50K.
48,67.73,137.47, Some-college, Divorced, Prof-specialty, White, Female,50.0, United-States, <=50K.
36,81.89,190.87, HS-grad, Divorced, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
34,56.2,132.52, HS-grad, Never-married, Farming-fishing, White, Male,30.0, United-States, <=50K.
37,96.04,142.15, 11th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
37,58.47,141.76, Prof-school, Never-married, Prof-specialty, White, Male,55.0, United-States, >50K.
44,58.56,182.32, Some-college, Married-civ-spouse, Farming-fishing, White, Male,80.0, United-States, >50K.
51,95.12,180.62, 11th, Married-civ-spouse, Transport-moving, Black, Male,40.0, United-States, <=50K.
34,68.95,140.95, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
29,62.27,178.54, HS-grad, Married-civ-spouse, Sales, Black, Male,38.0, United-States, <=50K.
38,99.41,187.14, Some-college, Married-civ-spouse, Craft-repair, White, Male,43.0, United-States, >50K.
34,92.01,140.43, Some-college, Married-civ-spouse, Protective-serv, White, Male,60.0, United-States, <=50K.
63,84.6,146.45, Some-college, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
47,46.86,146.45, HS-grad, Divorced, Craft-repair, White, Male,40.0, United-States, <=50K.
62,90.98,162.26, 12th, Widowed, Adm-clerical, White, Female,37.0, Mexico, <=50K.
20,100.41,144.04, HS-grad, Never-married, Other-service, Black, Female,18.0, United-States, <=50K.
30,98.32,174.39, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, Mexico, <=50K.
53,113.34,146.6, Some-college, Divorced, Prof-specialty, White, Male,50.0, United-States, <=50K.
20,96.52,155.21, 12th, Never-married,, Black, Male,40.0, United-States, <=50K.
77,45.77,176.64, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,35.0, United-States, <=50K.
50,70.98,157.2, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
61,52.04,147.01, 10th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
